search_term,match_rank,loinc,loinc_url,status,long_common_name,short_name,class_type,component,property,time_aspect,system,scale_type,method_type,example_units,class
LDL Cholesterol,11,16616-5,https://loinc.org/16616-5,ACTIVE,Cholesterol in HDL/Cholesterol in LDL [Mass Ratio] in Serum or Plasma,HDLc/LDLc SerPl,1,Cholesterol.in HDL/Cholesterol.in LDL,MRto,Pt,Ser/Plas,Qn,,,CHEM
LDL Cholesterol,12,11054-4,https://loinc.org/11054-4,ACTIVE,Cholesterol in LDL/Cholesterol in HDL [Mass Ratio] in Serum or Plasma,LDLc/HDLc SerPl,1,Cholesterol.in LDL/Cholesterol.in HDL,MRto,Pt,Ser/Plas,Qn,,ratio,CHEM
LDL Cholesterol,13,44915-7,https://loinc.org/44915-7,ACTIVE,Cholesterol in LDL/Cholesterol in HDL [Molar ratio] in Serum or Plasma,LDLc/HDLc SerPl-sRto,1,Cholesterol.in LDL/Cholesterol.in HDL,SRto,Pt,Ser/Plas,Qn,,,CHEM
LDL Cholesterol,14,2089-1,https://loinc.org/2089-1,ACTIVE,Cholesterol in LDL [Mass/volume] in Serum or Plasma,LDLc SerPl-mCnc,1,Cholesterol.in LDL,MCnc,Pt,Ser/Plas,Qn,,mg/dL,CHEM
LDL Cholesterol,15,53133-5,https://loinc.org/53133-5,ACTIVE,Cholesterol in LDL [Moles/volume] in Body fluid,LDLc Fld-sCnc,1,Cholesterol.in LDL,SCnc,Pt,Body fld,Qn,,mmol/L,CHEM
LDL Cholesterol,16,22748-8,https://loinc.org/22748-8,ACTIVE,Cholesterol in LDL [Moles/volume] in Serum or Plasma,LDLc SerPl-sCnc,1,Cholesterol.in LDL,SCnc,Pt,Ser/Plas,Qn,,mmol/L,CHEM
LDL Cholesterol,17,91105-7,https://loinc.org/91105-7,ACTIVE,Cholesterol in LDL 1 [Mass/volume] in Serum or Plasma,LDL1c SerPl-mCnc,1,Cholesterol.in LDL 1,MCnc,Pt,Ser/Plas,Qn,,mg/dL,CHEM
LDL Cholesterol,18,91112-3,https://loinc.org/91112-3,ACTIVE,Cholesterol in LDL 1 [Moles/volume] in Serum or Plasma,LDL1c SerPl-sCnc,1,Cholesterol.in LDL 1,SCnc,Pt,Ser/Plas,Qn,,mmol/L,CHEM
LDL Cholesterol,19,91106-5,https://loinc.org/91106-5,ACTIVE,Cholesterol in LDL 2 [Mass/volume] in Serum or Plasma,LDL2c SerPl-mCnc,1,Cholesterol.in LDL 2,MCnc,Pt,Ser/Plas,Qn,,mg/dL,CHEM
LDL Cholesterol,20,91113-1,https://loinc.org/91113-1,ACTIVE,Cholesterol in LDL 2 [Moles/volume] in Serum or Plasma,LDL2c SerPl-sCnc,1,Cholesterol.in LDL 2,SCnc,Pt,Ser/Plas,Qn,,mmol/L,CHEM
LDL Cholesterol,21,91107-3,https://loinc.org/91107-3,ACTIVE,Cholesterol in LDL 3 [Mass/volume] in Serum or Plasma,LDL3c SerPl-mCnc,1,Cholesterol.in LDL 3,MCnc,Pt,Ser/Plas,Qn,,mg/dL,CHEM
LDL Cholesterol,22,91114-9,https://loinc.org/91114-9,ACTIVE,Cholesterol in LDL 3 [Moles/volume] in Serum or Plasma,LDL3c SerPl-sCnc,1,Cholesterol.in LDL 3,SCnc,Pt,Ser/Plas,Qn,,mmol/L,CHEM
LDL Cholesterol,23,91108-1,https://loinc.org/91108-1,ACTIVE,Cholesterol in LDL 4 [Mass/volume] in Serum or Plasma,LDL4c SerPl-mCnc,1,Cholesterol.in LDL 4,MCnc,Pt,Ser/Plas,Qn,,mg/dL,CHEM
LDL Cholesterol,24,91115-6,https://loinc.org/91115-6,ACTIVE,Cholesterol in LDL 4 [Moles/volume] in Serum or Plasma,LDL4c SerPl-sCnc,1,Cholesterol.in LDL 4,SCnc,Pt,Ser/Plas,Qn,,mmol/L,CHEM
LDL Cholesterol,25,91109-9,https://loinc.org/91109-9,ACTIVE,Cholesterol in LDL 5 [Mass/volume] in Serum or Plasma,LDL5c SerPl-mCnc,1,Cholesterol.in LDL 5,MCnc,Pt,Ser/Plas,Qn,,mg/dL,CHEM
LDL Cholesterol,26,91116-4,https://loinc.org/91116-4,ACTIVE,Cholesterol in LDL 5 [Moles/volume] in Serum or Plasma,LDL5c SerPl-sCnc,1,Cholesterol.in LDL 5,SCnc,Pt,Ser/Plas,Qn,,mmol/L,CHEM
LDL Cholesterol,27,91110-7,https://loinc.org/91110-7,ACTIVE,Cholesterol in LDL 6 [Mass/volume] in Serum or Plasma,LDL6c SerPl-mCnc,1,Cholesterol.in LDL 6,MCnc,Pt,Ser/Plas,Qn,,mg/dL,CHEM
LDL Cholesterol,28,91117-2,https://loinc.org/91117-2,ACTIVE,Cholesterol in LDL 6 [Moles/volume] in Serum or Plasma,LDL6c SerPl-sCnc,1,Cholesterol.in LDL 6,SCnc,Pt,Ser/Plas,Qn,,mmol/L,CHEM
LDL Cholesterol,29,91111-5,https://loinc.org/91111-5,ACTIVE,Cholesterol in LDL 7 [Mass/volume] in Serum or Plasma,LDL7c SerPl-mCnc,1,Cholesterol.in LDL 7,MCnc,Pt,Ser/Plas,Qn,,mg/dL,CHEM
LDL Cholesterol,30,91118-0,https://loinc.org/91118-0,ACTIVE,Cholesterol in LDL 7 [Moles/volume] in Serum or Plasma,LDL7c SerPl-sCnc,1,Cholesterol.in LDL 7,SCnc,Pt,Ser/Plas,Qn,,mmol/L,CHEM
LDL Cholesterol,31,48635-7,https://loinc.org/48635-7,ACTIVE,Cholesterol in LDL pattern A [Presence] in Serum or Plasma,LDLc A SerPl Ql,1,Cholesterol.in LDL pattern A,PrThr,Pt,Ser/Plas,Ord,,,CHEM
LDL Cholesterol,33,100733-5,https://loinc.org/100733-5,ACTIVE,Cholesterol in LDL [Mass/volume] in Serum by calculation --corrected for Cholesterol.in lipoprotein (little a),LDLc  cor Lpa Cholest,1,Cholesterol.in LDL^corrected for Cholesterol.in lipoprotein (little a),MCnc,Pt,Ser,Qn,Calculated,mg/dL,CHEM
LDL Cholesterol,34,43394-6,https://loinc.org/43394-6,ACTIVE,Cholesterol in LDL acylated [Mass/volume] in Serum or Plasma,LDLc-Ac SerPl-mCnc,1,Cholesterol.in LDL.acetylated,MCnc,Pt,Ser/Plas,Qn,,mg/dL,CHEM
LDL Cholesterol,35,56036-7,https://loinc.org/56036-7,ACTIVE,Apolipoprotein B/Cholesterol in LDL [Mass Ratio] in Serum or Plasma,Apo B/LDLc SerPl,1,Apolipoprotein B/Cholesterol.in LDL,MRto,Pt,Ser/Plas,Qn,,Ratio,CHEM
LDL Cholesterol,36,12773-8,https://loinc.org/12773-8,ACTIVE,Cholesterol in LDL [Units/volume] in Serum or Plasma by Electrophoresis,LDLc SerPl Elph-aCnc,1,Cholesterol.in LDL,ACnc,Pt,Ser/Plas,Qn,Electrophoresis,,CHEM
LDL Cholesterol,37,96597-0,https://loinc.org/96597-0,ACTIVE,Cholesterol in LDL [Mass/volume] in DBS by Direct assay,LDLc DBS Direct Assay-mCnc,1,Cholesterol.in LDL,MCnc,Pt,Bld.dot,Qn,Direct assay,mg/dl,CHEM
LDL Cholesterol,38,13457-7,https://loinc.org/13457-7,ACTIVE,Cholesterol in LDL [Mass/volume] in Serum or Plasma by calculation,LDLc SerPl Calc-mCnc,1,Cholesterol.in LDL,MCnc,Pt,Ser/Plas,Qn,Calculated,mg/dL,CHEM
LDL Cholesterol,39,18262-6,https://loinc.org/18262-6,ACTIVE,Cholesterol in LDL [Mass/volume] in Serum or Plasma by Direct assay,LDLc SerPl Direct Assay-mCnc,1,Cholesterol.in LDL,MCnc,Pt,Ser/Plas,Qn,Direct assay,mg/dL,CHEM
LDL Cholesterol,40,49132-4,https://loinc.org/49132-4,ACTIVE,Cholesterol in LDL [Mass/volume] in Serum or Plasma by Electrophoresis,LDLc SerPl Elph-mCnc,1,Cholesterol.in LDL,MCnc,Pt,Ser/Plas,Qn,Electrophoresis,mg/dL,CHEM
LDL Cholesterol,41,18261-8,https://loinc.org/18261-8,ACTIVE,Cholesterol in LDL [Mass/volume] in Serum or Plasma ultracentrifugate,LDLc SerPl.Ultracent-mCnc,1,Cholesterol.in LDL,MCnc,Pt,Ser/Plas.ultracentrifugate,Qn,,mg/dL,CHEM
LDL Cholesterol,42,39469-2,https://loinc.org/39469-2,ACTIVE,Cholesterol in LDL [Moles/volume] in Serum or Plasma by calculation,LDLc SerPl Calc-sCnc,1,Cholesterol.in LDL,SCnc,Pt,Ser/Plas,Qn,Calculated,mmol/L,CHEM
LDL Cholesterol,43,69419-0,https://loinc.org/69419-0,ACTIVE,Cholesterol in LDL [Moles/volume] in Serum or Plasma by Direct assay,LDLc SerPl Direct Assay-sCnc,1,Cholesterol.in LDL,SCnc,Pt,Ser/Plas,Qn,Direct assay,mmol/L,CHEM
LDL Cholesterol,44,47213-4,https://loinc.org/47213-4,ACTIVE,Cholesterol in LDL real size pattern [Identifier] in Serum or Plasma,LDLc real size Pat SerPl,1,Cholesterol.in LDL real size pattern,Prid,Pt,Ser/Plas,Nom,,,CHEM
LDL Cholesterol,45,96259-7,https://loinc.org/96259-7,ACTIVE,Cholesterol in LDL [Mass/volume] in Serum or Plasma by Calculated by Martin-Hopkins,LDLc SerPl Mart-Hopk-mCnc,1,Cholesterol.in LDL,MCnc,Pt,Ser/Plas,Qn,Calculated.Martin-Hopkins,mg/dl,CHEM
LDL Cholesterol,46,96258-9,https://loinc.org/96258-9,ACTIVE,Cholesterol in LDL [Moles/volume] in Serum or Plasma by Calculated by Martin-Hopkins,LDLc SerPl Mart-Hopk-sCnc,1,Cholesterol.in LDL,SCnc,Pt,Ser/Plas,Qn,Calculated.Martin-Hopkins,mmol/L,CHEM
LDL Cholesterol,47,48637-3,https://loinc.org/48637-3,ACTIVE,Cholesterol in LDL pattern BI [Presence] in Serum or Plasma by Electrophoresis,LDLc BI SerPl Ql Elph,1,Cholesterol.in LDL pattern BI,PrThr,Pt,Ser/Plas,Ord,Electrophoresis,,CHEM
LDL Cholesterol,48,48636-5,https://loinc.org/48636-5,ACTIVE,Cholesterol in LDL pattern BII [Presence] in Serum or Plasma by Electrophoresis,LDLc BII SerPl Ql Elph,1,Cholesterol.in LDL pattern BII,PrThr,Pt,Ser/Plas,Ord,Electrophoresis,,CHEM
LDL Cholesterol,49,44711-0,https://loinc.org/44711-0,ACTIVE,Cholesterol in LDL/Apolipoprotein B [Mass Ratio] in Serum or Plasma,LDLc/Apo B SerPl,1,Cholesterol.in LDL/Apolipoprotein B,MRto,Pt,Ser/Plas,Qn,,,CHEM
LDL Cholesterol,50,90364-1,https://loinc.org/90364-1,ACTIVE,Cholesterol.in LDL.small dense [Mass/volume] in Serum or Plasma,Chol.in LDL.small dense SerPl-mCnc,1,Cholesterol.in LDL.small dense,MCnc,Pt,Ser/Plas,Qn,,mg/dl,CHEM
Band Cells,1,11103-9,https://loinc.org/11103-9,ACTIVE,Band form neutrophils/cells in Bone marrow by Manual count,Neuts Band NFr Mar Manual,1,Neutrophils.band form/Cells,NFr,Pt,Bone mar,Qn,Manual count,%,HEM/BC
Band Cells,2,98906-1,https://loinc.org/98906-1,ACTIVE,Band 3 [Presence] in Red Blood Cells by Flow cytometry (FC),Band 3 RBC Ql FC,1,Band 3,PrThr,Pt,RBC,Ord,Flow cytometry,,HEM/BC
Band Cells,3,50373-0,https://loinc.org/50373-0,ACTIVE,Eosinophils.band form/cells in Bone marrow by Manual count,Eosinophil band NFr Mar Manual,1,Eosinophils.band form/Cells,NFr,Pt,Bone mar,Qn,Manual count,%,HEM/BC
Band Cells,4,26508-2,https://loinc.org/26508-2,ACTIVE,Band form neutrophils/Leukocytes in Blood,Neuts Band NFr Bld,1,Neutrophils.band form/Leukocytes,NFr,Pt,Bld,Qn,,%,HEM/BC
Band Cells,5,33388-0,https://loinc.org/33388-0,ACTIVE,Band form neutrophils/Leukocytes in Pericardial fluid,Neuts Band NFr Pcar,1,Neutrophils.band form/Leukocytes,NFr,Pt,Pericard fld,Qn,,%,HEM/BC
Band Cells,6,95225-9,https://loinc.org/95225-9,ACTIVE,Band form neutrophils/Leukocytes in Stem cell product by Manual count,Neuts Band NFr Stem prod Manual,1,Neutrophils.band form/Leukocytes,NFr,Pt,^Stem cell product,Qn,Manual count,%,HEM/BC
Band Cells,7,35332-6,https://loinc.org/35332-6,ACTIVE,Band form neutrophils/Leukocytes in Blood by Automated count,Neuts Band NFr Bld Auto,1,Neutrophils.band form/Leukocytes,NFr,Pt,Bld,Qn,Automated count,%,HEM/BC
Band Cells,8,764-1,https://loinc.org/764-1,ACTIVE,Band form neutrophils/Leukocytes in Blood by Manual count,Neuts Band NFr Bld Manual,1,Neutrophils.band form/Leukocytes,NFr,Pt,Bld,Qn,Manual count,%,HEM/BC
Band Cells,9,26510-8,https://loinc.org/26510-8,ACTIVE,Band form neutrophils/Leukocytes in Body fluid,Neuts Band NFr Fld,1,Neutrophils.band form/Leukocytes,NFr,Pt,Body fld,Qn,,%,HEM/BC
Band Cells,10,26509-0,https://loinc.org/26509-0,ACTIVE,Band form neutrophils/Leukocytes in Cerebral spinal fluid,Neuts Band NFr CSF,1,Neutrophils.band form/Leukocytes,NFr,Pt,CSF,Qn,,%,HEM/BC
Band Cells,11,99603-3,https://loinc.org/99603-3,ACTIVE,Band form neutrophils/Leukocytes in Peritoneal fluid by Manual count,Neuts Band NFr Prt Manual,1,Neutrophils.band form/Leukocytes,NFr,Pt,Periton fld,Qn,Manual count,%,HEM/BC
Band Cells,12,99604-1,https://loinc.org/99604-1,ACTIVE,Band form neutrophils/Leukocytes in Pleural fluid by Manual count,Neuts Band NFr Plr Manual,1,Neutrophils.band form/Leukocytes,NFr,Pt,Plr fld,Qn,Manual count,%,HEM/BC
Band Cells,13,33361-7,https://loinc.org/33361-7,ACTIVE,Band form neutrophils/Leukocytes in Synovial fluid,Neuts Band NFr Snv,1,Neutrophils.band form/Leukocytes,NFr,Pt,Synv fld,Qn,,%,HEM/BC
Band Cells,14,71670-4,https://loinc.org/71670-4,ACTIVE,Band form neutrophils/Leukocytes [Pure number fraction] in Blood by Manual count,Neuts Band NFr.DF Bld Manual,1,Neutrophils.band form/leukocytes,NFr.DF,Pt,Bld,Qn,Manual count,,HEM/BC
Band Cells,15,13354-6,https://loinc.org/13354-6,ACTIVE,Band form neutrophils/Leukocytes in Body fluid by Manual count,Neuts Band NFr Fld Manual,1,Neutrophils.band form/Leukocytes,NFr,Pt,Body fld,Qn,Manual count,%,HEM/BC
Band Cells,16,12278-8,https://loinc.org/12278-8,ACTIVE,Band form neutrophils/Leukocytes in Cerebral spinal fluid by Manual count,Neuts Band NFr CSF Manual,1,Neutrophils.band form/Leukocytes,NFr,Pt,CSF,Qn,Manual count,%,HEM/BC
Band Cells,17,98989-7,https://loinc.org/98989-7,ACTIVE,Band form neutrophils/Leukocytes [Pure number fraction] in Blood by Automated count,Neuts Band NFr.DF Bld Auto,1,Neutrophils.band form/leukocytes,NFr.DF,Pt,Bld,Qn,Automated count,,HEM/BC
Band Cells,18,71645-6,https://loinc.org/71645-6,ACTIVE,Band form neutrophils/Leukocytes [Pure number fraction] in Body fluid by Manual count,Neuts Band NFr.DF Fld Manual,1,Neutrophils.band form/leukocytes,NFr.DF,Pt,Body fld,Qn,Manual count,,HEM/BC
Band Cells,19,71657-1,https://loinc.org/71657-1,ACTIVE,Band form neutrophils/Leukocytes [Pure number fraction] in Cerebral spinal fluid by Manual count,Neuts Band NFr.DF CSF Manual,1,Neutrophils.band form/leukocytes,NFr.DF,Pt,CSF,Qn,Manual count,,HEM/BC
Band Cells,20,50658-4,https://loinc.org/50658-4,ACTIVE,Basophils.band form/Leukocytes in Bone marrow,Basophils band NFr Mar,1,Basophils.band form/Leukocytes,NFr,Pt,Bone mar,Qn,,%,HEM/BC
"Serum Bilirubin, Total",1,34543-9,https://loinc.org/34543-9,ACTIVE,Bilirubin direct and total panel [Mass/volume] - Serum or Plasma,Bilirubin Direct+Tot Pnl SerPl-mCnc,1,Bilirubin direct & total panel,MCnc,Pt,Ser/Plas,Qn,,,PANEL.CHEM
"Serum Bilirubin, Total",2,34442-4,https://loinc.org/34442-4,ACTIVE,Bilirubin.conjugated/Bilirubin.total in Serum or Plasma,Bilirub Conj MFr SerPl,1,Bilirubin.glucuronidated/Bilirubin.total,MFr,Pt,Ser/Plas,Qn,,ratio,CHEM
"Serum Bilirubin, Total",3,35672-5,https://loinc.org/35672-5,ACTIVE,Bilirubin.direct/Bilirubin.total in Serum or Plasma,Bilirub Direct MFr SerPl,1,Bilirubin.glucuronidated+Bilirubin.albumin bound/Bilirubin.total,MFr,Pt,Ser/Plas,Qn,,%,CHEM
"Serum Bilirubin, Total",4,1975-2,https://loinc.org/1975-2,ACTIVE,Bilirubin.total [Mass/volume] in Serum or Plasma,Bilirub SerPl-mCnc,1,Bilirubin,MCnc,Pt,Ser/Plas,Qn,,mg/dL,CHEM
"Serum Bilirubin, Total",5,14631-6,https://loinc.org/14631-6,ACTIVE,Bilirubin.total [Moles/volume] in Serum or Plasma,Bilirub SerPl-sCnc,1,Bilirubin,SCnc,Pt,Ser/Plas,Qn,,umol/L,CHEM
"Serum Bilirubin, Total",7,77137-8,https://loinc.org/77137-8,ACTIVE,"Bilirubin.total [Moles/volume] in Serum, Plasma or Blood",Bilirub SerPlBld-sCnc,1,Bilirubin,SCnc,Pt,Ser/Plas/Bld,Qn,,umol/L,CHEM
"Serum Bilirubin, Total",8,1969-5,https://loinc.org/1969-5,ACTIVE,Bilirubin.total renal clearance in 24 hour Urine and Serum or Plasma,Bilirub Cl 24h Ur+SerPl-vRate,1,Bilirubin renal clearance,VRat,24H,Urine+Ser/Plas,Qn,,mL/min,CHEM
Reticulocyte Count,1,48706-6,https://loinc.org/48706-6,ACTIVE,Reticulocyte mean volume [Entitic volume] in Reticulocytes,RMV Retic,1,Reticulocyte mean volume,EntVol,Pt,Retic,Qn,,fL,HEM/BC
Reticulocyte Count,3,76138-7,https://loinc.org/76138-7,ACTIVE,Reticulocyte distribution width [Ratio] in Blood by calculation,RDWr Bld Calc-Rto,1,Reticulocyte distribution width,Ratio,Pt,Bld,Qn,Calculated,%,HEM/BC
Reticulocyte Count,4,76141-1,https://loinc.org/76141-1,ACTIVE,Reticulocyte corpuscular hemoglobin concentration mean [Mass/volume] in Blood,CHCMr Bld-mCnc,1,Reticulocyte corpuscular hemoglobin concentration mean,MCnc,Pt,Bld,Qn,,g/L,HEM/BC
Reticulocyte Count,5,76686-5,https://loinc.org/76686-5,ACTIVE,Reticulocyte cellular hemoglobin distribution width [Entitic mass] in Blood by calculation,CHDWr Bld Qn Calc,1,Reticulocyte cellular hemoglobin distribution width,EntMass,Pt,Bld,Qn,Calculated,pg,HEM/BC
Reticulocyte Count,6,76139-5,https://loinc.org/76139-5,ACTIVE,Reticulocyte hemoglobin distribution width [Mass/volume] in Blood by calculation,HDWr Bld Calc-mCnc,1,Reticulocyte hemoglobin distribution width,MCnc,Pt,Bld,Qn,Calculated,g/L,HEM/BC
Reticulocyte Count,7,31111-8,https://loinc.org/31111-8,ACTIVE,Reticulocyte production index,Reticulocyte production index,1,Reticulocytes/Erythrocytes^^hematocrit adjusted,NFr,Pt,Bld,Qn,,%,HEM/BC
Reticulocyte Count,8,82591-9,https://loinc.org/82591-9,ACTIVE,Reticulocytes.low light scatter/Reticulocytes.total in Blood by Automated count,Retic.low scatter NFr Auto,1,Reticulocytes.low light scatter/Reticulocytes.total,NFr,Pt,Bld,Qn,Automated count,%,HEM/BC
Reticulocyte Count,9,82592-7,https://loinc.org/82592-7,ACTIVE,Reticulocytes.mid light scatter/Reticulocytes.total in Blood by Automated count,Mid Retics NFr Auto,1,Reticulocytes.mid light scatter/Reticulocytes.total,NFr,Pt,Bld,Qn,Automated count,%,HEM/BC
Reticulocyte Count,10,14196-0,https://loinc.org/14196-0,ACTIVE,Reticulocytes [#/volume] in Blood,Retics #,1,Reticulocytes,NCnc,Pt,Bld,Qn,,10*9/L,HEM/BC
Reticulocyte Count,11,40665-2,https://loinc.org/40665-2,ACTIVE,Reticulocytes [#/volume] in Blood by Manual count,Retics # Manual,1,Reticulocytes,NCnc,Pt,Bld,Qn,Manual count,10*9/L,HEM/BC
Reticulocyte Count,12,51635-1,https://loinc.org/51635-1,ACTIVE,Reticulocytes.mature [#/volume] in Blood,Mat Retics #,1,Reticulocytes.mature,NCnc,Pt,Bld,Qn,,10*9/L,HEM/BC
Reticulocyte Count,13,51634-4,https://loinc.org/51634-4,ACTIVE,Reticulocytes.mid [#/volume] in Blood,Mid Retics #,1,Reticulocytes.mid,NCnc,Pt,Bld,Qn,,10*9/L,HEM/BC
Reticulocyte Count,14,71694-4,https://loinc.org/71694-4,ACTIVE,Hemoglobin [Entitic mass] in Reticulocytes by Automated count,Hgb Retic Qn Auto,1,Hemoglobin,EntMass,Pt,Retic,Qn,Automated count,pg,HEM/BC
Reticulocyte Count,15,60474-4,https://loinc.org/60474-4,ACTIVE,Reticulocytes [#/volume] in Blood by Automated count,Retics # Auto,1,Reticulocytes,NCnc,Pt,Bld,Qn,Automated count,10*3/uL,HEM/BC
Reticulocyte Count,17,66146-2,https://loinc.org/66146-2,ACTIVE,Reticulocytes [#/volume] in Blood from Fetus by Manual count,Retics # Fetus Manual,1,Reticulocytes,NCnc,Pt,Bld^Fetus,Qn,Manual count,10*9/L,HEM/BC
Reticulocyte Count,18,51643-5,https://loinc.org/51643-5,ACTIVE,Reticulocytes.high light scatter [#/volume] in Blood,HL Retics #,1,Reticulocytes.high light scatter,NCnc,Pt,Bld,Qn,,10*3/uL,HEM/BC
Reticulocyte Count,19,51636-9,https://loinc.org/51636-9,ACTIVE,Immature reticulocytes [#/volume] in Blood,Imm Retics #,1,Reticulocytes.immature,NCnc,Pt,Bld,Qn,,10*9/L,HEM/BC
Reticulocyte Count,20,42810-2,https://loinc.org/42810-2,ACTIVE,Hemoglobin [Entitic mass] in Reticulocytes,Hgb Retic Qn,1,Hemoglobin,EntMass,Pt,Retic,Qn,,pg,HEM/BC
Reticulocyte Count,22,62249-8,https://loinc.org/62249-8,ACTIVE,Reticulocytes [#/volume] in Blood from Fetus by Automated count,Retics # Fetus Auto,1,Reticulocytes,NCnc,Pt,Bld^Fetus,Qn,Automated count,10*9/L,HEM/BC
Reticulocyte Count,23,50262-5,https://loinc.org/50262-5,ACTIVE,Reticulocytes panel - Blood,Retic Pnl,1,Reticulocytes panel,-,Pt,Bld,Qn,,,PANEL.HEM/BC
Reticulocyte Count,24,76140-3,https://loinc.org/76140-3,ACTIVE,Reticulocytes.hypochromic/Erythrocytes in Blood by Automated count,Retics.hypochromic/RBC NFr Auto,1,Reticulocytes.hypochromic/Erythrocytes,NFr,Pt,Bld,Qn,Automated count,%,HEM/BC
Reticulocyte Count,25,17849-1,https://loinc.org/17849-1,ACTIVE,Reticulocytes/Erythrocytes in Blood by Automated count,Retics/RBC NFr Auto,1,Reticulocytes/Erythrocytes,NFr,Pt,Bld,Qn,Automated count,%,HEM/BC
Reticulocyte Count,26,34419-2,https://loinc.org/34419-2,ACTIVE,Reticulocytes.mature/Reticulocytes.total in Blood,Mat Retics NFr,1,Reticulocytes.mature/Reticulocytes.total,NFr,Pt,Bld,Qn,,%,HEM/BC
Reticulocyte Count,27,34420-0,https://loinc.org/34420-0,ACTIVE,Reticulocytes.mid/Reticulocytes.total in Blood,Mid Retics NFr,1,Reticulocytes.mid/Reticulocytes.total,NFr,Pt,Bld,Qn,,%,HEM/BC
Reticulocyte Count,28,62250-6,https://loinc.org/62250-6,ACTIVE,Immature reticulocytes/Reticulocytes.total in Blood from Fetus by Automated count,Imm Retics NFr Fetus Auto,1,Reticulocytes.immature/Reticulocytes.total,NFr,Pt,Bld^Fetus,Qn,Automated count,%,HEM/BC
Reticulocyte Count,29,74397-1,https://loinc.org/74397-1,ACTIVE,Reticulocytes/Erythrocytes in Cord blood by Automated count,Retics/RBC NFr BldCo Auto,1,Reticulocytes/Erythrocytes,NFr,Pt,BldCo,Qn,Automated count,%,HEM/BC
Reticulocyte Count,30,51642-7,https://loinc.org/51642-7,ACTIVE,Reticulocytes.high light scatter/Reticulocytes.total in Blood,HL Retics NFr,1,Reticulocytes.high light scatter/Reticulocytes.total,NFr,Pt,Bld,Qn,,%,HEM/BC
Reticulocyte Count,31,33516-6,https://loinc.org/33516-6,ACTIVE,Immature reticulocytes/Reticulocytes.total in Blood,Imm Retics NFr,1,Reticulocytes.immature/Reticulocytes.total,NFr,Pt,Bld,Qn,,%,HEM/BC
Reticulocyte Count,32,30156-4,https://loinc.org/30156-4,ACTIVE,Reticulocytes.aggregate/Erythrocytes in Blood,Retics Aggreg/RBC NFr,1,Reticulocytes.aggregate/Erythrocytes,NFr,Pt,Bld,Qn,,%,HEM/BC
Reticulocyte Count,33,30155-6,https://loinc.org/30155-6,ACTIVE,Reticulocytes.punctate/Erythrocytes in Blood,Retics Punctate/RBC NFr,1,Reticulocytes.punctate/Erythrocytes,NFr,Pt,Bld,Qn,,%,HEM/BC
Reticulocyte Count,34,4679-7,https://loinc.org/4679-7,ACTIVE,Reticulocytes/Erythrocytes in Blood,Retics/RBC NFr,1,Reticulocytes/Erythrocytes,NFr,Pt,Bld,Qn,,%,HEM/BC
Reticulocyte Count,35,31112-6,https://loinc.org/31112-6,ACTIVE,Reticulocytes/Erythrocytes in Blood by Manual,Retics/RBC NFr Manual,1,Reticulocytes/Erythrocytes,NFr,Pt,Bld,Qn,Manual,%,HEM/BC
Reticulocyte Count,36,74393-0,https://loinc.org/74393-0,ACTIVE,Immature reticulocytes/Erythrocytes in Cord blood by Automated count,Imm Retics/RBC NFr BldCo Auto,1,Reticulocytes.immature/Erythrocytes,NFr,Pt,BldCo,Qn,Automated count,%,HEM/BC
Serum Ferritin,1,14723-1,https://loinc.org/14723-1,ACTIVE,Ferritin [Moles/volume] in Serum or Plasma,Ferritin SerPl-sCnc,1,Ferritin,SCnc,Pt,Ser/Plas,Qn,,pmol/L,CHEM
Serum Ferritin,2,2276-4,https://loinc.org/2276-4,ACTIVE,Ferritin [Mass/volume] in Serum or Plasma,Ferritin SerPl-mCnc,1,Ferritin,MCnc,Pt,Ser/Plas,Qn,,ug/L;ng/mL,CHEM
Serum Ferritin,4,20567-4,https://loinc.org/20567-4,ACTIVE,Ferritin [Mass/volume] in Serum or Plasma by Immunoassay,Ferritin SerPl IA-mCnc,1,Ferritin,MCnc,Pt,Ser/Plas,Qn,IA,ng/mL,CHEM
Serum Ferritin,6,74807-9,https://loinc.org/74807-9,ACTIVE,Transferrin receptor.soluble/log Ferritin index [Mass Ratio] in Serum or Plasma,sTfR SerPl,1,Transferrin receptor.soluble/log Ferritin index,MRto,Pt,Ser/Plas,Qn,,ratio,CHEM
Serum CEA,1,19166-8,https://loinc.org/19166-8,ACTIVE,Carcinoembryonic Ag [Units/volume] in Serum or Plasma,CEA SerPl-aCnc,1,Carcinoembryonic Ag,ACnc,Pt,Ser/Plas,Qn,,IU/mL,CHEM
Serum CEA,2,19167-6,https://loinc.org/19167-6,ACTIVE,Carcinoembryonic Ag [Moles/volume] in Serum or Plasma,CEA SerPl-sCnc,1,Carcinoembryonic Ag,SCnc,Pt,Ser/Plas,Qn,,umol/L,CHEM
Serum CEA,3,2039-6,https://loinc.org/2039-6,ACTIVE,Carcinoembryonic Ag [Mass/volume] in Serum or Plasma,CEA SerPl-mCnc,1,Carcinoembryonic Ag,MCnc,Pt,Ser/Plas,Qn,,ug/L;ng/mL,CHEM
